combined_shot_type;loc_x;loc_y;minutes_remaining;period;playoffs;season;seconds_remaining;shot_distance;shot_made_flag;shot_type
Jump Shot;64;54;10;2;0;2007-08;52;8;0;2PT Field Goal
Jump Shot;156;54;6;4;0;2006-07;7;16;0;2PT Field Goal
Jump Shot;-184;164;10;3;0;2005-06;53;24;0;3PT Field Goal
Jump Shot;86;108;1;2;0;2012-13;37;13;0;2PT Field Goal
Jump Shot;-13;255;0;3;0;2002-03;46;25;0;3PT Field Goal
Jump Shot;-103;230;5;4;0;2000-01;43;25;0;3PT Field Goal
Jump Shot;-16;203;4;3;1;2000-01;16;20;0;2PT Field Goal
Jump Shot;-103;248;9;1;0;2005-06;37;26;1;3PT Field Goal
Dunk;-12;33;3;1;0;2010-11;29;3;1;2PT Field Goal
Jump Shot;43;95;3;2;0;2001-02;40;10;1;2PT Field Goal
Jump Shot;-105;89;2;1;0;2009-10;4;13;0;2PT Field Goal
Jump Shot;-34;56;7;3;0;2005-06;48;6;1;2PT Field Goal
Jump Shot;110;146;3;4;1;2000-01;30;18;1;2PT Field Goal
Layup;0;0;1;2;0;2004-05;35;0;0;2PT Field Goal
Layup;-6;8;2;3;1;2007-08;18;1;1;2PT Field Goal
Jump Shot;-48;293;0;1;0;2001-02;0;29;0;3PT Field Goal
Jump Shot;-122;224;2;1;0;2011-12;24;25;0;3PT Field Goal
Jump Shot;59;7;2;3;0;2002-03;25;5;1;2PT Field Goal
Jump Shot;-229;118;8;3;1;2009-10;46;25;1;3PT Field Goal
Jump Shot;-172;102;4;4;0;2002-03;11;19;1;2PT Field Goal
Jump Shot;-49;122;7;1;0;2007-08;35;13;0;2PT Field Goal
Jump Shot;-18;271;10;3;0;2007-08;27;27;1;3PT Field Goal
Jump Shot;-235;27;1;1;0;1997-98;56;23;0;3PT Field Goal
Jump Shot;83;0;3;4;0;2000-01;30;8;0;2PT Field Goal
Layup;-15;12;5;4;0;2010-11;23;1;1;2PT Field Goal
Layup;0;0;11;1;0;2006-07;32;0;1;2PT Field Goal
Jump Shot;-179;96;7;4;1;2009-10;47;20;0;2PT Field Goal
Jump Shot;42;116;5;4;0;2010-11;25;12;1;2PT Field Goal
Layup;59;25;6;1;1;1999-00;1;6;1;2PT Field Goal
Jump Shot;81;148;6;4;0;2000-01;2;16;0;2PT Field Goal
Jump Shot;-90;151;8;1;0;2008-09;26;17;0;2PT Field Goal
Jump Shot;-136;208;7;2;0;2009-10;30;24;0;3PT Field Goal
Layup;0;0;0;2;0;2005-06;0;0;1;2PT Field Goal
Jump Shot;78;149;11;3;0;2010-11;23;16;0;2PT Field Goal
Jump Shot;51;252;4;4;0;2015-16;29;25;0;3PT Field Goal
Jump Shot;11;102;3;2;0;2005-06;11;10;1;2PT Field Goal
Jump Shot;-185;99;8;3;0;2009-10;54;20;0;2PT Field Goal
Dunk;0;0;7;3;0;2000-01;2;0;1;2PT Field Goal
Jump Shot;138;250;3;4;0;2010-11;53;28;0;3PT Field Goal
Layup;0;0;10;4;0;2009-10;4;0;1;2PT Field Goal
Jump Shot;-27;82;1;3;0;1996-97;26;8;1;2PT Field Goal
Jump Shot;-27;57;8;4;0;1997-98;29;6;0;2PT Field Goal
Jump Shot;162;177;4;1;0;1999-00;52;23;1;3PT Field Goal
Jump Shot;34;187;6;2;1;2011-12;16;19;0;2PT Field Goal
Jump Shot;-18;176;3;2;0;2007-08;8;17;0;2PT Field Goal
Jump Shot;64;91;11;1;0;2008-09;6;11;0;2PT Field Goal
Jump Shot;241;7;11;4;0;2000-01;45;24;0;3PT Field Goal
Jump Shot;222;107;11;4;0;2003-04;42;24;0;3PT Field Goal
Jump Shot;120;70;1;4;0;2015-16;5;13;0;2PT Field Goal
Jump Shot;39;159;7;2;0;2008-09;6;16;1;2PT Field Goal
Jump Shot;-108;151;5;1;0;2012-13;28;18;0;2PT Field Goal
Jump Shot;-139;172;8;3;1;2008-09;13;22;1;2PT Field Goal
Jump Shot;161;7;8;1;0;2007-08;31;16;1;2PT Field Goal
Jump Shot;87;229;11;4;0;2002-03;1;24;0;3PT Field Goal
Layup;6;25;5;3;0;2007-08;17;2;1;2PT Field Goal
Jump Shot;-153;-35;2;1;1;2009-10;7;15;1;2PT Field Goal
Layup;6;6;9;3;0;2012-13;37;0;1;2PT Field Goal
Jump Shot;-8;53;1;2;0;1998-99;22;5;1;2PT Field Goal
Layup;-3;23;5;4;0;2007-08;29;2;1;2PT Field Goal
Jump Shot;225;173;0;1;0;2002-03;1;28;0;3PT Field Goal
Jump Shot;-35;19;1;2;0;2000-01;54;3;0;2PT Field Goal
Jump Shot;203;30;6;4;0;2001-02;35;20;0;2PT Field Goal
Jump Shot;151;358;0;2;0;2002-03;0;38;0;3PT Field Goal
Jump Shot;-119;-23;3;3;0;1999-00;53;12;0;2PT Field Goal
Jump Shot;144;117;9;3;0;2006-07;59;18;0;2PT Field Goal
Jump Shot;-175;39;1;1;0;2009-10;12;17;0;2PT Field Goal
Layup;20;19;9;3;0;2012-13;35;2;1;2PT Field Goal
Jump Shot;154;230;5;1;0;2004-05;18;27;1;3PT Field Goal
Jump Shot;233;0;4;1;0;2011-12;29;23;0;3PT Field Goal
Layup;0;0;7;2;1;2009-10;26;0;1;2PT Field Goal
Jump Shot;108;71;7;1;1;2008-09;2;12;0;2PT Field Goal
Jump Shot;129;101;10;3;0;2001-02;6;16;0;2PT Field Goal
Jump Shot;-179;25;5;4;0;2002-03;10;18;0;2PT Field Goal
Jump Shot;71;36;4;3;0;2005-06;30;7;1;2PT Field Goal
Jump Shot;209;206;0;1;0;2005-06;4;29;0;3PT Field Goal
Jump Shot;-54;192;4;1;0;2000-01;57;19;1;2PT Field Goal
Jump Shot;16;63;4;2;1;2001-02;19;6;1;2PT Field Goal
Layup;20;5;1;1;0;2004-05;47;2;0;2PT Field Goal
Jump Shot;-180;74;11;4;0;2011-12;34;19;0;2PT Field Goal
Layup;0;0;10;4;0;1997-98;29;0;1;2PT Field Goal
Layup;0;0;10;4;0;1997-98;0;0;0;2PT Field Goal
Jump Shot;-205;162;0;2;1;1998-99;51;26;1;3PT Field Goal
Dunk;6;18;4;1;0;2004-05;8;1;1;2PT Field Goal
Layup;0;0;1;4;0;2006-07;22;0;1;2PT Field Goal
Jump Shot;0;187;8;1;0;2005-06;43;18;0;2PT Field Goal
Jump Shot;-108;113;3;2;1;2009-10;51;15;1;2PT Field Goal
Jump Shot;-225;122;1;3;1;2003-04;9;25;1;3PT Field Goal
Jump Shot;-135;155;6;4;1;2007-08;27;20;0;2PT Field Goal
Jump Shot;-81;171;4;3;1;1999-00;4;18;0;2PT Field Goal
Jump Shot;65;25;8;3;0;2011-12;11;6;0;2PT Field Goal
Jump Shot;-149;23;10;3;1;2003-04;44;15;0;2PT Field Goal
Jump Shot;0;94;5;1;0;2011-12;25;9;1;2PT Field Goal
Jump Shot;141;134;9;2;0;2015-16;4;19;0;2PT Field Goal
Jump Shot;172;107;7;2;0;2005-06;12;20;0;2PT Field Goal
Jump Shot;-74;81;10;4;0;2002-03;30;10;1;2PT Field Goal
Jump Shot;125;7;7;1;0;2011-12;18;12;1;2PT Field Goal
Jump Shot;172;209;10;4;0;2006-07;59;27;0;3PT Field Goal
Jump Shot;121;162;6;1;0;1999-00;36;20;1;2PT Field Goal
Layup;0;0;6;3;0;2005-06;11;0;1;2PT Field Goal
Jump Shot;171;183;1;4;0;2002-03;10;25;0;3PT Field Goal
Jump Shot;-204;-8;1;2;0;2000-01;29;20;1;2PT Field Goal
Jump Shot;-4;72;7;2;0;2000-01;56;7;0;2PT Field Goal
Jump Shot;-1;57;2;4;0;2001-02;12;5;1;2PT Field Goal
Layup;0;0;3;1;0;2005-06;50;0;1;2PT Field Goal
Jump Shot;230;49;5;4;0;2005-06;51;23;1;3PT Field Goal
Jump Shot;-166;189;0;1;0;2006-07;23;25;1;3PT Field Goal
Jump Shot;-228;26;0;4;0;2003-04;2;22;0;3PT Field Goal
Jump Shot;-49;88;1;2;0;2010-11;50;10;1;2PT Field Goal
Jump Shot;-46;63;4;3;1;2000-01;49;7;0;2PT Field Goal
Jump Shot;124;153;4;1;0;2008-09;21;19;1;2PT Field Goal
Layup;0;0;5;4;0;1997-98;17;0;1;2PT Field Goal
Jump Shot;40;40;11;3;0;1999-00;9;5;0;2PT Field Goal
Dunk;0;0;1;4;0;1999-00;28;0;1;2PT Field Goal
Jump Shot;-23;40;3;3;0;2000-01;8;4;0;2PT Field Goal
Jump Shot;28;46;8;3;0;2003-04;38;5;0;2PT Field Goal
Jump Shot;-62;72;5;4;0;2008-09;0;9;0;2PT Field Goal
Layup;0;0;1;4;1;1999-00;47;0;1;2PT Field Goal
Jump Shot;78;88;5;4;1;2008-09;37;11;0;2PT Field Goal
Jump Shot;-205;145;4;3;1;2009-10;20;25;1;3PT Field Goal
Jump Shot;-149;13;6;4;0;2001-02;16;14;1;2PT Field Goal
Jump Shot;-173;-3;4;4;0;1997-98;3;17;0;2PT Field Goal
Dunk;0;0;9;3;1;1999-00;58;0;1;2PT Field Goal
Jump Shot;106;60;6;1;0;2009-10;8;12;0;2PT Field Goal
Layup;0;0;6;3;0;2005-06;49;0;1;2PT Field Goal
Jump Shot;126;135;1;1;0;2006-07;32;18;1;2PT Field Goal
Jump Shot;-108;159;5;2;0;2008-09;13;19;0;2PT Field Goal
Jump Shot;187;163;6;3;0;2007-08;54;24;0;3PT Field Goal
Layup;0;0;8;3;0;1999-00;48;0;0;2PT Field Goal
Jump Shot;132;57;7;1;1;1999-00;49;14;1;2PT Field Goal
Jump Shot;-112;96;3;2;0;2008-09;18;14;1;2PT Field Goal
Jump Shot;199;11;10;1;0;2015-16;44;19;0;2PT Field Goal
Dunk;0;0;11;4;0;1997-98;48;0;1;2PT Field Goal
Layup;0;0;1;4;0;2004-05;14;0;1;2PT Field Goal
Layup;4;6;3;2;0;2010-11;48;0;0;2PT Field Goal
Jump Shot;-1;91;9;4;1;2000-01;42;9;1;2PT Field Goal
Dunk;0;0;9;3;0;2004-05;11;0;1;2PT Field Goal
Jump Shot;-138;108;6;4;1;2008-09;10;17;1;2PT Field Goal
Jump Shot;50;102;6;2;0;2010-11;52;11;0;2PT Field Goal
Jump Shot;209;64;4;3;0;2014-15;10;21;1;2PT Field Goal
Jump Shot;80;125;9;1;0;2005-06;27;14;1;2PT Field Goal
Layup;-19;7;10;3;0;2010-11;17;2;1;2PT Field Goal
Jump Shot;236;26;7;4;0;2013-14;31;23;0;3PT Field Goal
Jump Shot;-122;120;2;2;1;2003-04;22;17;0;2PT Field Goal
Dunk;0;0;0;5;0;1998-99;50;0;1;2PT Field Goal
Jump Shot;130;126;9;3;0;1998-99;17;18;1;2PT Field Goal
Jump Shot;0;269;10;1;0;2012-13;41;26;0;3PT Field Goal
Dunk;0;0;3;4;1;1998-99;44;0;1;2PT Field Goal
Layup;0;0;0;1;0;2002-03;45;0;0;2PT Field Goal
Jump Shot;7;263;3;4;0;2009-10;41;26;1;3PT Field Goal
Layup;0;0;4;3;0;2008-09;55;0;1;2PT Field Goal
Jump Shot;-24;126;4;2;0;2012-13;43;12;1;2PT Field Goal
Jump Shot;136;232;11;1;0;2007-08;0;26;0;3PT Field Goal
Jump Shot;-146;191;11;4;0;2004-05;16;24;0;3PT Field Goal
Jump Shot;-35;9;0;1;0;2011-12;59;3;1;2PT Field Goal
Jump Shot;-107;171;2;3;0;2001-02;19;20;0;2PT Field Goal
Layup;-13;22;0;2;0;2010-11;6;2;0;2PT Field Goal
Jump Shot;-26;208;3;4;0;2011-12;50;20;0;2PT Field Goal
Jump Shot;-148;76;1;1;1;2002-03;1;16;0;2PT Field Goal
Layup;0;0;0;4;1;2005-06;22;0;0;2PT Field Goal
Jump Shot;225;148;7;3;0;2007-08;39;26;1;3PT Field Goal
Jump Shot;182;192;0;4;1;2002-03;11;26;0;3PT Field Goal
Layup;0;0;0;3;0;2000-01;4;0;0;2PT Field Goal
Jump Shot;186;92;5;2;0;2005-06;39;20;0;2PT Field Goal
Jump Shot;-173;198;5;1;0;2015-16;16;26;0;3PT Field Goal
Jump Shot;-235;-6;5;3;0;2012-13;4;23;0;3PT Field Goal
Jump Shot;110;243;5;1;0;2000-01;26;26;1;3PT Field Goal
Jump Shot;170;3;1;3;0;2010-11;44;17;0;2PT Field Goal
Layup;0;0;7;1;0;2006-07;10;0;1;2PT Field Goal
Jump Shot;47;195;0;4;0;2012-13;17;20;0;2PT Field Goal
Layup;-5;18;4;1;1;2006-07;34;1;0;2PT Field Goal
Jump Shot;138;104;3;3;0;2003-04;3;17;0;2PT Field Goal
Dunk;0;0;5;4;0;2007-08;41;0;1;2PT Field Goal
Dunk;0;0;0;3;0;2002-03;44;0;1;2PT Field Goal
Jump Shot;-149;28;3;3;0;2000-01;25;15;0;2PT Field Goal
Jump Shot;-117;95;0;2;0;2003-04;26;15;0;2PT Field Goal
Jump Shot;-158;196;0;5;0;2002-03;1;25;0;3PT Field Goal
Jump Shot;-127;7;2;4;0;2009-10;51;12;0;2PT Field Goal
Jump Shot;-21;51;10;4;0;2005-06;8;5;1;2PT Field Goal
Jump Shot;138;72;0;2;0;2007-08;18;15;1;2PT Field Goal
Jump Shot;32;74;3;2;1;2000-01;43;8;1;2PT Field Goal
Jump Shot;-68;61;8;3;0;2008-09;13;9;0;2PT Field Goal
Layup;0;0;7;3;0;2000-01;26;0;1;2PT Field Goal
Jump Shot;-136;61;10;1;0;2000-01;41;14;1;2PT Field Goal
Jump Shot;66;206;6;1;0;2005-06;49;21;0;2PT Field Goal
Dunk;0;0;3;2;0;1999-00;51;0;1;2PT Field Goal
Jump Shot;-149;199;6;3;0;2005-06;17;24;0;3PT Field Goal
Jump Shot;212;187;2;4;0;2005-06;57;28;0;3PT Field Goal
Jump Shot;154;0;1;3;0;2010-11;41;15;1;2PT Field Goal
Jump Shot;7;153;6;3;0;2012-13;2;15;1;2PT Field Goal
Jump Shot;187;176;7;1;0;2005-06;50;25;0;3PT Field Goal
Layup;0;0;10;1;0;2005-06;7;0;0;2PT Field Goal
Jump Shot;49;220;6;4;0;1996-97;21;22;0;3PT Field Goal
Jump Shot;230;26;0;3;0;2006-07;49;23;0;3PT Field Goal
Layup;0;0;5;2;1;2000-01;13;0;0;2PT Field Goal
Jump Shot;129;112;6;1;0;2012-13;8;17;1;2PT Field Goal
Jump Shot;70;113;2;3;0;2011-12;37;13;0;2PT Field Goal
Jump Shot;-87;138;8;4;0;2007-08;29;16;0;2PT Field Goal
Jump Shot;-21;250;0;2;0;2011-12;0;25;0;3PT Field Goal
Layup;0;0;11;2;0;2006-07;36;0;1;2PT Field Goal
Jump Shot;-150;219;0;4;0;2010-11;43;26;1;3PT Field Goal
Jump Shot;-117;7;1;2;0;2014-15;24;11;0;2PT Field Goal
Jump Shot;-159;229;0;2;0;2004-05;51;27;1;3PT Field Goal
Jump Shot;91;227;9;1;0;2014-15;3;24;1;3PT Field Goal
Layup;0;0;6;1;0;2009-10;27;0;0;2PT Field Goal
Jump Shot;98;235;0;1;0;2005-06;9;25;0;3PT Field Goal
Jump Shot;-243;-13;0;4;0;2010-11;8;24;0;3PT Field Goal
Jump Shot;-204;15;5;2;0;2010-11;28;20;0;2PT Field Goal
Jump Shot;138;219;10;1;0;2004-05;54;25;1;3PT Field Goal
Dunk;0;0;2;2;0;2008-09;25;0;1;2PT Field Goal
Layup;0;0;4;2;1;2000-01;39;0;1;2PT Field Goal
Jump Shot;58;71;5;3;0;2010-11;49;9;0;2PT Field Goal
Jump Shot;100;139;8;3;0;1999-00;22;17;0;2PT Field Goal
Jump Shot;-161;132;0;3;0;2009-10;49;20;0;2PT Field Goal
Jump Shot;-59;112;10;3;0;2011-12;9;12;0;2PT Field Goal
Jump Shot;-5;39;0;2;1;2009-10;57;3;0;2PT Field Goal
Jump Shot;-187;0;11;1;0;2010-11;19;18;0;2PT Field Goal
Jump Shot;112;143;0;1;1;2003-04;16;18;0;2PT Field Goal
Jump Shot;-194;191;0;3;0;2003-04;0;27;0;3PT Field Goal
Jump Shot;199;169;10;4;0;2002-03;56;26;0;3PT Field Goal
Jump Shot;108;225;7;4;0;2007-08;37;24;1;3PT Field Goal
Jump Shot;228;-5;1;4;0;2002-03;46;22;1;3PT Field Goal
Layup;0;0;9;3;0;2004-05;3;0;0;2PT Field Goal
Layup;0;0;5;3;1;2005-06;13;0;1;2PT Field Goal
Layup;-5;3;0;4;0;2011-12;20;0;0;2PT Field Goal
Layup;0;0;5;4;0;2003-04;5;0;1;2PT Field Goal
Jump Shot;182;2;11;1;0;2007-08;32;18;0;2PT Field Goal
Jump Shot;29;61;10;2;0;1997-98;55;6;0;2PT Field Goal
Jump Shot;-154;78;4;1;0;1999-00;1;17;0;2PT Field Goal
Jump Shot;11;82;8;2;0;2000-01;57;8;0;2PT Field Goal
Jump Shot;26;261;1;4;0;2010-11;35;26;0;3PT Field Goal
Layup;0;0;7;1;0;2002-03;12;0;0;2PT Field Goal
Layup;0;0;5;1;0;2008-09;50;0;0;2PT Field Goal
Jump Shot;39;9;11;3;0;2000-01;26;4;0;2PT Field Goal
Jump Shot;-150;119;0;2;0;2008-09;5;19;1;2PT Field Goal
Jump Shot;172;176;10;4;0;2005-06;26;24;0;3PT Field Goal
Jump Shot;-105;97;0;1;0;2001-02;32;14;1;2PT Field Goal
Jump Shot;-171;176;5;1;0;2005-06;34;24;1;3PT Field Goal
Jump Shot;-201;181;3;1;0;2009-10;4;27;1;3PT Field Goal
Jump Shot;108;224;3;3;0;2007-08;11;24;1;3PT Field Goal
Jump Shot;95;205;6;4;1;2010-11;31;22;0;2PT Field Goal
Jump Shot;-125;134;6;2;0;2010-11;46;18;1;2PT Field Goal
Jump Shot;8;376;0;2;0;2003-04;0;37;0;3PT Field Goal
Layup;0;0;10;3;0;2008-09;29;0;0;2PT Field Goal
Layup;0;0;6;2;0;2005-06;6;0;0;2PT Field Goal
Jump Shot;45;156;5;1;0;2011-12;16;16;1;2PT Field Goal
Dunk;0;0;4;2;0;1996-97;37;0;1;2PT Field Goal
Jump Shot;175;166;2;3;1;1999-00;36;24;1;3PT Field Goal
Jump Shot;119;39;6;2;0;2010-11;4;12;1;2PT Field Goal
Layup;13;11;3;1;1;2010-11;48;1;1;2PT Field Goal
Jump Shot;11;137;11;1;0;2001-02;30;13;0;2PT Field Goal
Jump Shot;131;178;2;1;0;2004-05;19;22;0;2PT Field Goal
Jump Shot;85;17;7;3;0;2004-05;24;8;0;2PT Field Goal
Layup;-1;-3;3;4;0;1999-00;39;0;1;2PT Field Goal
Jump Shot;-15;61;2;1;0;2009-10;5;6;0;2PT Field Goal
Jump Shot;225;-5;5;4;0;2015-16;23;22;0;3PT Field Goal
Jump Shot;-205;179;0;3;0;2003-04;26;27;0;3PT Field Goal
Layup;0;0;6;4;0;2009-10;3;0;0;2PT Field Goal
Jump Shot;-148;22;4;1;0;2003-04;57;14;0;2PT Field Goal
Jump Shot;-116;102;2;2;1;2009-10;52;15;1;2PT Field Goal
Jump Shot;-161;214;4;2;0;2008-09;57;26;1;3PT Field Goal
Dunk;0;0;8;1;0;2003-04;32;0;1;2PT Field Goal
Jump Shot;98;235;4;1;0;2007-08;34;25;1;3PT Field Goal
Layup;0;0;2;2;0;2008-09;52;0;0;2PT Field Goal
Jump Shot;207;135;5;1;0;2012-13;4;24;1;3PT Field Goal
Jump Shot;90;108;8;2;0;1996-97;44;14;0;2PT Field Goal
Jump Shot;171;174;4;2;0;2002-03;12;24;1;3PT Field Goal
Jump Shot;-14;109;2;1;0;1997-98;21;10;0;2PT Field Goal
Layup;0;0;9;3;1;2009-10;13;0;1;2PT Field Goal
Jump Shot;8;268;11;3;0;2005-06;35;26;0;3PT Field Goal
Jump Shot;-62;242;8;3;1;2009-10;16;24;1;3PT Field Goal
Jump Shot;68;63;8;1;1;1999-00;14;9;1;2PT Field Goal
Jump Shot;176;227;5;1;0;2009-10;55;28;1;3PT Field Goal
Jump Shot;-43;87;4;5;0;2007-08;9;9;0;2PT Field Goal
Jump Shot;125;15;10;3;1;2001-02;58;12;1;2PT Field Goal
Layup;15;4;2;4;0;2010-11;16;1;1;2PT Field Goal
Jump Shot;144;205;10;1;0;2001-02;57;25;0;3PT Field Goal
Jump Shot;-125;242;11;1;0;2004-05;21;27;0;3PT Field Goal
Layup;17;19;1;3;0;2012-13;19;2;0;2PT Field Goal
Jump Shot;7;152;11;4;0;2001-02;8;15;0;2PT Field Goal
Jump Shot;91;19;2;2;1;2001-02;15;9;0;2PT Field Goal
Jump Shot;-115;23;0;4;0;2003-04;23;11;0;2PT Field Goal
Jump Shot;35;244;4;4;1;1999-00;58;24;0;3PT Field Goal
Jump Shot;-90;146;5;3;0;2000-01;26;17;1;2PT Field Goal
Jump Shot;-175;238;1;3;0;2008-09;43;29;0;3PT Field Goal
Jump Shot;-151;91;5;2;0;2006-07;27;17;1;2PT Field Goal
Jump Shot;-153;206;10;4;0;2008-09;3;25;1;3PT Field Goal
Jump Shot;-62;169;11;4;0;2005-06;5;18;0;2PT Field Goal
Jump Shot;95;28;4;3;0;2002-03;27;9;1;2PT Field Goal
Jump Shot;103;89;0;2;0;2008-09;25;13;0;2PT Field Goal
Jump Shot;171;7;2;2;0;2005-06;32;17;0;2PT Field Goal
Jump Shot;-51;92;0;2;1;2002-03;22;10;0;2PT Field Goal
Layup;0;0;10;2;0;2004-05;36;0;0;2PT Field Goal
Dunk;0;0;7;4;0;2000-01;33;0;1;2PT Field Goal
Jump Shot;-212;154;0;2;0;2014-15;4;26;0;3PT Field Goal
Layup;0;0;1;1;0;2008-09;9;0;1;2PT Field Goal
Jump Shot;145;47;2;1;0;2015-16;42;15;0;2PT Field Goal
Jump Shot;0;114;4;4;0;2006-07;47;11;0;2PT Field Goal
Jump Shot;-158;204;2;3;0;2005-06;45;25;0;3PT Field Goal
Layup;15;14;1;2;0;2012-13;30;2;1;2PT Field Goal
Jump Shot;-139;116;3;3;0;2012-13;10;18;1;2PT Field Goal
Jump Shot;-166;184;0;2;0;2008-09;39;24;1;3PT Field Goal
Jump Shot;132;14;9;2;0;1998-99;56;13;1;2PT Field Goal
Jump Shot;-11;209;5;3;0;2008-09;58;20;0;2PT Field Goal
Jump Shot;36;129;0;1;0;2014-15;38;13;0;2PT Field Goal
Jump Shot;169;48;6;4;0;1999-00;5;17;0;2PT Field Goal
Jump Shot;118;0;10;2;1;1996-97;31;11;0;2PT Field Goal
Jump Shot;155;-1;8;4;0;1996-97;29;15;0;2PT Field Goal
Dunk;0;0;2;4;1;1999-00;6;0;1;2PT Field Goal
Jump Shot;81;89;0;4;0;1999-00;27;12;0;2PT Field Goal
Jump Shot;94;184;10;2;0;2006-07;31;20;0;2PT Field Goal
Jump Shot;107;94;6;1;0;2003-04;33;14;0;2PT Field Goal
Layup;-11;8;11;2;1;2002-03;39;1;0;2PT Field Goal
Jump Shot;-163;222;1;4;1;2003-04;36;27;0;3PT Field Goal
Jump Shot;-113;77;6;3;1;2006-07;59;13;0;2PT Field Goal
Jump Shot;203;19;4;2;0;2008-09;52;20;0;2PT Field Goal
Jump Shot;72;3;6;1;1;1998-99;16;7;0;2PT Field Goal
Jump Shot;66;160;10;2;0;2002-03;21;17;0;2PT Field Goal
Jump Shot;133;179;3;5;0;2005-06;20;22;0;2PT Field Goal
Dunk;0;0;0;1;0;2007-08;1;0;1;2PT Field Goal
Jump Shot;62;97;9;2;0;2005-06;30;11;0;2PT Field Goal
Layup;0;0;7;4;0;2006-07;15;0;0;2PT Field Goal
Layup;0;0;5;2;0;2006-07;51;0;0;2PT Field Goal
Layup;0;0;2;1;0;1998-99;50;0;1;2PT Field Goal
Dunk;0;0;6;2;0;2003-04;52;0;1;2PT Field Goal
Jump Shot;238;59;8;4;0;2005-06;3;24;0;3PT Field Goal
Jump Shot;42;140;3;2;1;2009-10;29;14;1;2PT Field Goal
Jump Shot;223;8;4;4;0;2002-03;34;22;0;3PT Field Goal
Jump Shot;-65;127;7;1;0;2012-13;8;14;0;2PT Field Goal
Jump Shot;130;0;4;4;0;2002-03;28;13;0;2PT Field Goal
Jump Shot;152;94;6;3;1;2011-12;5;17;0;2PT Field Goal
Layup;46;25;9;4;1;1999-00;40;5;0;2PT Field Goal
Jump Shot;58;13;6;4;0;2001-02;29;5;1;2PT Field Goal
Jump Shot;-43;43;1;2;0;2005-06;44;6;1;2PT Field Goal
Jump Shot;84;198;3;1;0;2011-12;49;21;0;2PT Field Goal
Jump Shot;-126;155;10;4;0;2002-03;36;19;0;2PT Field Goal
Jump Shot;-164;186;11;1;0;2006-07;1;24;0;3PT Field Goal
Layup;0;0;5;1;0;2008-09;48;0;0;2PT Field Goal
Layup;0;0;2;2;0;2004-05;16;0;0;2PT Field Goal
Jump Shot;-118;123;9;1;0;2002-03;23;17;1;2PT Field Goal
Jump Shot;-172;179;0;2;0;2009-10;41;24;0;3PT Field Goal
Jump Shot;67;37;3;3;1;2008-09;20;7;0;2PT Field Goal
Jump Shot;-209;140;3;2;0;2009-10;26;25;0;3PT Field Goal
Jump Shot;-35;15;7;2;0;2009-10;7;3;1;2PT Field Goal
Jump Shot;-166;15;4;1;0;2000-01;36;16;1;2PT Field Goal
Layup;-2;-5;0;1;0;2015-16;6;0;1;2PT Field Goal
Jump Shot;79;0;3;3;1;2001-02;43;7;1;2PT Field Goal
Jump Shot;-209;11;1;2;1;2008-09;4;20;1;2PT Field Goal
Layup;-10;5;10;1;0;2007-08;18;1;1;2PT Field Goal
Jump Shot;-81;237;6;4;0;2015-16;15;25;0;3PT Field Goal
Jump Shot;-117;174;2;4;0;2005-06;59;20;1;2PT Field Goal
Jump Shot;16;174;3;2;0;2007-08;41;17;1;2PT Field Goal
Jump Shot;65;121;2;1;0;2009-10;8;13;1;2PT Field Goal
Jump Shot;158;204;9;1;0;2007-08;36;25;0;3PT Field Goal
Layup;0;0;0;2;1;2003-04;44;0;0;2PT Field Goal
Jump Shot;179;196;0;3;0;2006-07;42;26;1;3PT Field Goal
Jump Shot;-8;263;0;3;0;2006-07;30;26;0;3PT Field Goal
Jump Shot;-102;58;10;2;0;2007-08;50;11;0;2PT Field Goal
Jump Shot;-6;33;10;2;0;1999-00;36;3;0;2PT Field Goal
Layup;0;0;8;4;0;2004-05;35;0;0;2PT Field Goal
Jump Shot;110;235;4;1;0;2006-07;10;25;1;3PT Field Goal
Jump Shot;-95;191;9;4;0;2003-04;27;21;0;2PT Field Goal
Layup;0;5;8;2;1;2007-08;19;0;1;2PT Field Goal
Jump Shot;-57;244;8;4;0;2012-13;49;25;1;3PT Field Goal
Jump Shot;-176;318;0;1;0;2000-01;0;36;0;3PT Field Goal
Jump Shot;-34;8;4;4;1;2007-08;5;3;0;2PT Field Goal
Layup;0;0;0;1;0;2008-09;31;0;1;2PT Field Goal
Layup;0;0;0;4;0;2002-03;36;0;0;2PT Field Goal
Jump Shot;-164;189;5;1;0;2006-07;59;25;0;3PT Field Goal
Jump Shot;-25;25;8;4;1;1999-00;15;3;0;2PT Field Goal
Jump Shot;-89;184;9;1;1;1999-00;42;20;0;2PT Field Goal
Jump Shot;24;174;10;1;0;2005-06;10;17;1;2PT Field Goal
Jump Shot;164;99;1;1;0;2007-08;8;19;0;2PT Field Goal
Jump Shot;32;237;1;3;0;2015-16;24;23;0;3PT Field Goal
Jump Shot;198;17;9;4;0;1996-97;47;19;0;2PT Field Goal
Jump Shot;90;-5;2;2;0;2003-04;12;9;0;2PT Field Goal
Jump Shot;233;4;5;3;1;2001-02;21;23;1;3PT Field Goal
Jump Shot;161;189;4;1;0;2002-03;18;24;1;3PT Field Goal
Layup;0;0;2;2;0;1998-99;49;0;1;2PT Field Goal
Jump Shot;-161;206;7;1;0;2002-03;28;26;0;3PT Field Goal
